step,price,openInterest,tvl,insuranceBalance,badDebt,protocolRevenue,makerFeesCollected,takerFeesCollected,fundingFeesTransferred,insuranceFundInflow,insuranceFundOutflow,liquidationInsuranceInflow,liquidations,liquidatorOrders,liquidatorRewardsPaid,liquidationPenaltyCollected,marginReturnedFromLiquidation,positionsAtRisk,trades,uniqueTraders,openOrders,newOrders,filledOrders,cancelledOrders,liquidationsPer100Orders,avgLeverage,longShortRatio,spreadBps,slippageBps,priceImpactBps,isInsolvent
246,2027.77,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,14.31,8.00,5.00,0
247,2029.23,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,7.19,4.00,2.00,0
248,2031.50,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,11.19,6.00,4.00,0
249,2030.16,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,6.57,3.00,2.00,0
250,2028.22,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,9.57,5.00,3.00,0
251,2025.99,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,10.99,6.00,4.00,0
252,2026.04,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,0.23,0.00,0.00,0
253,2022.86,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,15.68,9.00,6.00,0
254,2020.53,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,11.51,6.00,4.00,0
255,2022.57,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,10.09,6.00,4.00,0
256,2019.04,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,17.46,10.00,6.00,0
257,2022.52,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,17.23,10.00,6.00,0
258,2024.24,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,8.52,5.00,3.00,0
259,2021.15,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,15.31,9.00,6.00,0
260,2017.83,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,16.40,9.00,6.00,0
261,2021.38,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,17.60,10.00,7.00,0
262,2022.35,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,4.81,2.00,1.00,0
263,2024.35,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,9.88,5.00,3.00,0
264,2024.19,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,0.79,0.00,0.00,0
265,2026.24,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,10.14,6.00,4.00,0
266,2023.33,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,14.36,8.00,5.00,0
267,2027.07,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,18.45,11.00,7.00,0
268,2023.77,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,16.25,9.00,6.00,0
269,2027.35,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,17.66,10.00,7.00,0
270,2030.50,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,15.57,9.00,6.00,0
271,2033.99,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,17.18,10.00,6.00,0
272,2032.38,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,7.92,4.00,3.00,0
273,2029.42,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,14.55,8.00,5.00,0
274,2032.00,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,12.71,7.00,5.00,0
275,2034.73,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,13.44,8.00,5.00,0
276,2032.05,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,13.21,7.00,5.00,0
277,2035.37,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,16.33,9.00,6.00,0
278,2031.56,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,18.70,11.00,7.00,0
279,2032.84,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,6.30,3.00,2.00,0
280,2036.12,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,16.13,9.00,6.00,0
281,2035.00,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,5.51,3.00,2.00,0
282,2035.08,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,0.40,0.00,0.00,0
283,2035.66,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,2.88,1.00,1.00,0
284,2033.56,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,10.36,6.00,4.00,0
285,2031.86,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,8.36,5.00,3.00,0
286,2035.35,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,17.19,10.00,6.00,0
287,2033.46,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,9.26,5.00,3.00,0
288,2035.23,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,8.70,5.00,3.00,0
289,2031.97,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,16.02,9.00,6.00,0
290,2035.72,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,18.44,11.00,7.00,0
291,2035.16,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,2.77,1.00,1.00,0
292,2034.30,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,4.21,2.00,1.00,0
293,2038.36,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,19.95,11.00,7.00,0
294,2042.42,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,19.95,11.00,7.00,0
295,2041.24,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,5.81,3.00,2.00,0
296,2041.51,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,1.32,0.00,0.00,0
297,2042.39,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,4.34,2.00,1.00,0
298,2045.03,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,12.92,7.00,5.00,0
299,2048.51,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,17.02,10.00,6.00,0
300,2044.74,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,18.44,11.00,7.00,0
301,2047.75,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,14.76,8.00,5.00,0
302,2044.25,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,17.13,10.00,6.00,0
303,2046.27,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,9.90,5.00,3.00,0
304,2050.32,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,19.79,11.00,7.00,0
305,2051.70,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,6.73,4.00,2.00,0
306,2047.67,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,19.65,11.00,7.00,0
307,2044.45,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,15.72,9.00,6.00,0
308,2045.99,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,7.55,4.00,3.00,0
309,2048.23,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,10.94,6.00,4.00,0
310,2049.88,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,8.06,4.00,3.00,0
311,2050.30,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,2.06,1.00,0.00,0
312,2053.75,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,16.81,10.00,6.00,0
313,2051.00,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,13.38,8.00,5.00,0
314,2053.99,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,14.57,8.00,5.00,0
315,2049.98,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,19.49,11.00,7.00,0
316,2052.25,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,11.04,6.00,4.00,0
317,2051.82,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,2.09,1.00,0.00,0
318,2051.98,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,0.79,0.00,0.00,0
319,2049.59,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,11.64,6.00,4.00,0
320,2045.99,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,17.56,10.00,7.00,0
321,2045.75,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,1.19,0.00,0.00,0
322,2043.28,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,12.05,7.00,4.00,0
323,2045.03,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,8.53,5.00,3.00,0
324,2045.50,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,2.31,1.00,0.00,0
325,2045.00,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,2.45,1.00,0.00,0
326,2041.35,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,17.84,10.00,7.00,0
327,2039.74,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,7.89,4.00,3.00,0
328,2035.87,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,18.95,11.00,7.00,0
329,2038.99,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,15.30,9.00,6.00,0
330,2039.44,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,2.21,1.00,0.00,0
331,2042.52,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,15.12,9.00,6.00,0
332,2039.70,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,13.83,8.00,5.00,0
333,2038.13,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,7.66,4.00,3.00,0
334,2038.98,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,4.17,2.00,1.00,0
335,2037.85,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,5.57,3.00,2.00,0
336,2040.72,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,14.12,8.00,5.00,0
337,2041.56,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,4.10,2.00,1.00,0
338,2045.26,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,18.13,10.00,7.00,0
339,2047.23,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,9.61,5.00,3.00,0
340,2047.66,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,2.11,1.00,0.00,0
341,2046.36,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,6.33,3.00,2.00,0
342,2048.57,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,10.77,6.00,4.00,0
343,2051.17,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,12.69,7.00,5.00,0
344,2054.77,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,17.54,10.00,7.00,0
345,2056.49,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,8.39,5.00,3.00,0
346,2059.78,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,16.00,9.00,6.00,0
347,2057.60,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,10.56,6.00,4.00,0
348,2059.70,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,10.21,6.00,4.00,0
349,2056.42,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,15.93,9.00,6.00,0
350,2054.87,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,7.56,4.00,3.00,0
351,2051.53,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,16.25,9.00,6.00,0
352,2054.02,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,12.15,7.00,4.00,0
353,2055.96,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,9.42,5.00,3.00,0
354,2059.07,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,15.16,9.00,6.00,0
355,2061.87,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,13.57,8.00,5.00,0
356,2061.98,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,0.56,0.00,0.00,0
357,2059.71,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,11.05,6.00,4.00,0
358,2056.99,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,13.18,7.00,5.00,0
359,2054.75,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,10.88,6.00,4.00,0
360,2053.74,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,4.93,2.00,1.00,0
361,2053.56,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,0.88,0.00,0.00,0
362,2054.26,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,3.42,2.00,1.00,0
363,2053.13,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,5.52,3.00,2.00,0
364,2055.06,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,9.40,5.00,3.00,0
365,2051.84,793676.0,85000.0,0.0,0.0,595.257,198.419,396.838,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,1,17,0,6,2,4,0.000,11.85,1.000,15.67,9.00,6.00,0
366,2052.55,793676.0,85000.0,0.0,0.0,595.257,198.419,396.838,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.85,1.000,3.44,2.00,1.00,0
367,2053.94,793676.0,85000.0,0.0,0.0,595.257,198.419,396.838,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.85,1.000,6.78,4.00,2.00,0
368,2050.29,793676.0,85000.0,0.0,0.0,595.257,198.419,396.838,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.85,1.000,17.74,10.00,7.00,0
